campaign_id,campaign_manager,channel,creative_format,impressions,clicks,conversions,cost,revenue,retention_rate,average_order_value,purchase_frequency_per_year,launch_weather,customer_lifespan_years,campaign_color_theme,discount_rate,ctr,conversion_rate,cpa,roas,profit,profit_margin
C00048,Sneha Kapoor,Google Search Ads,Carousel,293311,21591,1267,280619,198812,0.56,1812,4,Rainy,4,Red,0.1,0.07361128631384435,0.05868185818164976,221.48303078137332,0.7084766177628742,-81807,-0.4114791863670201
C00049,Rahul Mehta,Instagram Ads,Story,92547,4032,306,130113,206747,0.48,2369,4,Humid,6,Red,0.1,0.043567052416609936,0.07589285714285714,425.20588235294116,1.588980347851483,76634,0.3706655961150585
C00050,Vikram Singh,Influencer Marketing,Story,128440,13481,1034,453594,643065,0.73,2258,5,Sunny,2,Black,0.1,0.10495951417004049,0.07670054150285587,438.678916827853,1.4177105517268747,189471,0.2946374005738145
C00051,Arjun Nair,Affiliate Marketing,Static,224465,23975,3462,269687,365023,0.74,1603,5,Sunny,3,Red,0.1,0.10680952487024703,0.14440041710114704,77.89919121894859,1.3535061015176852,95336,0.2611780627522101
C00052,Priya Sharma,LinkedIn Ads,Video,35217,2289,252,468456,546239,0.52,2614,3,Rainy,6,Green,0.1,0.06499701848539058,0.11009174311926606,1858.952380952381,1.1660412077121438,77783,0.14239737550779055
C00053,Rahul Mehta,LinkedIn Ads,Carousel,34209,1284,104,292062,249543,0.55,2040,3,Humid,5,Blue,0.1,0.037533982285363504,0.08099688473520249,2808.2884615384614,0.8544178975696941,-42519,-0.17038746829203785
C00054,Priya Sharma,Google Search Ads,Story,165886,16203,2103,182262,322398,0.64,2909,2,Rainy,4,Red,0.1,0.09767551209867018,0.1297907794852805,86.66761768901569,1.76887118543635,140136,0.4346677088567547
C00055,Vikram Singh,Snapchat Ads,Story,41106,4023,579,154522,274264,0.7,1677,3,Humid,5,Green,0.1,0.09786892424463582,0.14392244593586875,266.87737478411054,1.7749187817915895,119742,0.43659393868681273
C00056,Rahul Mehta,Instagram Ads,Video,134276,9648,586,243407,203221,0.69,1169,3,Sunny,4,Red,0.1,0.07185200631535048,0.0607379767827529,415.37030716723547,0.8349020365067562,-40186,-0.19774531175419863
C00057,Sneha Kapoor,Influencer Marketing,Carousel,183555,15018,2086,246768,285095,0.74,1011,6,Sunny,3,Blue,0.1,0.08181743891476669,0.1388999866826475,118.29721955896453,1.155315924268949,38327,0.13443588979112225
C00058,Priya Sharma,Instagram Ads,Static,83467,8485,830,71532,77689,0.62,2217,2,Sunny,6,Black,0.1,0.10165694226460757,0.09781968179139658,86.18313253012049,1.0860733657663704,6157,0.07925188894180643
C00059,Sneha Kapoor,Influencer Marketing,Carousel,240231,24986,1066,239890,357392,0.78,1326,5,Rainy,3,Green,0.1,0.10400822541637007,0.04266389177939646,225.0375234521576,1.489816165742632,117502,0.32877624569100594
C00060,Priya Sharma,Affiliate Marketing,Carousel,273491,19647,2536,360627,351883,0.79,1054,4,Cloudy,5,Red,0.1,0.07183783012969348,0.12907823077314604,142.20307570977917,0.9757533407093756,-8744,-0.024849168615704652
C00061,Arjun Nair,Influencer Marketing,Static,218699,13182,1177,220401,188349,0.53,1758,4,Humid,4,Red,0.1,0.06027462402663021,0.08928842360795024,187.25658453695837,0.8545741625491717,-32052,-0.17017345459758215
C00062,Vikram Singh,Instagram Ads,Carousel,25322,1937,102,176540,283894,0.65,1684,5,Cloudy,5,Green,0.1,0.0764947476502646,0.05265875064532782,1730.7843137254902,1.608100147275405,107354,0.3781481820679549
C00063,Rahul Mehta,Twitter Ads,Carousel,68786,3885,305,177561,182654,0.68,2638,6,Cloudy,6,Blue,0.1,0.056479516180618146,0.07850707850707851,582.1672131147541,1.028683100455618,5093,0.02788332037623047
C00064,Priya Sharma,YouTube Ads,Static,193429,11927,1007,210758,200634,0.5,1488,4,Humid,2,Red,0.1,0.06166086781196201,0.08443028422906011,209.29294935451838,0.9519638637679234,-10124,-0.050460041667912715
C00065,Sneha Kapoor,Facebook Ads,Story,120422,5957,524,429891,612775,0.75,1859,2,Sunny,3,Green,0.1,0.049467705236584676,0.08796374013765318,820.4026717557252,1.4254194667950713,182884,0.2984521235363714
C00066,Sneha Kapoor,Affiliate Marketing,Carousel,114079,6525,750,116365,114507,0.84,2966,4,Sunny,3,Blue,0.1,0.05719720544534927,0.11494252873563218,155.15333333333334,0.9840329996132858,-1858,-0.016226082248246832
C00067,Arjun Nair,Google Search Ads,Story,73785,8008,791,296099,376104,0.59,910,4,Sunny,5,Blue,0.1,0.10853154435183303,0.09877622377622378,374.3350189633376,1.2701967922890656,80005,0.21272041775679068
C00068,Vikram Singh,LinkedIn Ads,Video,230086,17085,1695,409898,276702,0.51,1944,2,Humid,3,Red,0.1,0.07425484384099858,0.09920983318700614,241.82772861356932,0.6750508663130828,-133196,-0.4813698491517951
C00069,Rahul Mehta,Snapchat Ads,Story,138325,13806,1044,282113,286709,0.69,2456,4,Sunny,6,Red,0.1,0.09980842219410808,0.07561929595827901,270.22318007662835,1.0162913442485813,4596,0.01603019089041502
C00070,Arjun Nair,Instagram Ads,Video,72026,8303,456,160637,155898,0.48,1682,3,Sunny,6,Blue,0.1,0.11527781634409796,0.05491990846681922,352.27412280701753,0.9704987020424933,-4739,-0.030398080796418172
C00071,Arjun Nair,Influencer Marketing,Story,234180,16520,1672,202703,130884,0.57,1858,5,Cloudy,2,Blue,0.1,0.07054402596293449,0.10121065375302664,121.23385167464114,0.6456934529829357,-71819,-0.5487225329299227
C00072,Vikram Singh,Influencer Marketing,Carousel,123714,8445,805,389547,314981,0.56,1282,2,Sunny,2,Black,0.1,0.06826228236092924,0.09532267613972766,483.9093167701863,0.8085827897532262,-74566,-0.23673173937475595
C00073,Sneha Kapoor,Snapchat Ads,Story,171315,11910,1027,209431,330822,0.83,2749,6,Humid,5,Blue,0.1,0.06952105770072674,0.08623005877413938,203.92502434274587,1.5796228829542904,121391,0.36693750717908724
C00074,Sneha Kapoor,YouTube Ads,Video,40898,4500,531,366519,348381,0.49,784,4,Humid,6,Red,0.1,0.11002983030955059,0.118,690.2429378531074,0.9505127974266,-18138,-0.05206368889233339
C00075,Vikram Singh,Facebook Ads,Static,266677,20455,1699,195834,167258,0.68,2714,2,Rainy,5,Green,0.1,0.07670327774798727,0.08306037643607919,115.2642731018246,0.8540804967472451,-28576,-0.1708498248215332
C00076,Vikram Singh,Facebook Ads,Carousel,188326,17008,2260,222912,262212,0.65,2340,6,Humid,2,Blue,0.1,0.09031148115501843,0.13287864534336782,98.63362831858407,1.1763027562446167,39300,0.1498787240858542
C00077,Sneha Kapoor,Email Marketing,Video,152329,9001,1317,261904,474275,0.78,704,6,Rainy,5,Blue,0.1,0.05908920822692987,0.14631707588045773,198.86408504176157,1.8108734498136723,212371,0.44778029624163196
C00078,Arjun Nair,Affiliate Marketing,Story,291811,18255,2204,377894,460598,0.47,1793,6,Rainy,3,Black,0.1,0.06255761434627208,0.12073404546699534,171.45825771324863,1.2188550228370918,82704,0.1795578791049896
C00079,Vikram Singh,Google Search Ads,Carousel,274128,11219,1646,369224,634710,0.73,1972,6,Humid,2,Black,0.1,0.040926136695266443,0.146715393528835,224.31591737545565,1.719037765692371,265486,0.41827921412928737
C00080,Vikram Singh,Influencer Marketing,Story,137807,16440,2294,291931,562225,0.71,1330,5,Humid,4,Black,0.1,0.11929727807731103,0.13953771289537714,127.25850043591979,1.9258831710232898,270294,0.48075770376628574
C00081,Arjun Nair,YouTube Ads,Carousel,237836,25002,3691,177785,220364,0.51,1480,6,Humid,6,Black,0.1,0.1051228577675373,0.14762818974482042,48.167163370360335,1.239497145428467,42579,0.1932212158065746
C00082,Vikram Singh,Snapchat Ads,Story,56600,3105,387,267549,287835,0.77,1794,2,Cloudy,4,Red,0.1,0.05485865724381626,0.1246376811594203,691.3410852713179,1.0758216251976274,20286,0.07047787795090937
C00083,Vikram Singh,Email Marketing,Story,276712,29849,2494,303934,329213,0.67,2925,5,Cloudy,5,Blue,0.1,0.10787027667755644,0.0835538879024423,121.86607858861267,1.0831726624859344,25279,0.07678615364520842
C00084,Arjun Nair,YouTube Ads,Video,145202,11828,686,456608,536553,0.58,2637,5,Sunny,5,Red,0.1,0.08145893307254722,0.057997970916469396,665.6093294460642,1.1750845364075968,79945,0.14899739634295214
C00085,Sneha Kapoor,Instagram Ads,Carousel,279694,32677,1475,359424,382712,0.49,2503,2,Rainy,6,Green,0.1,0.11683125129605927,0.04513878262998439,243.67728813559322,1.064792556980057,23288,0.06084993415414202
C00086,Arjun Nair,Google Search Ads,Video,95578,6393,694,130929,92273,0.76,1785,4,Cloudy,6,Red,0.1,0.06688777752202389,0.10855623338025966,188.65850144092218,0.704756012800831,-38656,-0.41893078148537494
C00087,Sneha Kapoor,Email Marketing,Video,192262,20516,2731,249234,482466,0.7,2698,6,Cloudy,2,Red,0.1,0.1067085539524191,0.1331156170793527,91.26107652874406,1.9357952767278943,233232,0.48341644799840816
C00088,Arjun Nair,Instagram Ads,Carousel,170669,20440,2444,277526,546635,0.75,1111,5,Rainy,3,Blue,0.1,0.11976398760173201,0.11956947162426615,113.55400981996726,1.9696713100754524,269109,0.49230107841612775
C00089,Arjun Nair,YouTube Ads,Carousel,44112,2611,95,237938,267627,0.51,2875,5,Humid,6,Blue,0.1,0.05919024301777294,0.036384527001148984,2504.6105263157897,1.1247762022039354,29689,0.11093424803924866
C00090,Sneha Kapoor,Affiliate Marketing,Carousel,109120,4992,514,250563,367724,0.55,1286,3,Sunny,5,Black,0.1,0.04574780058651026,0.10296474358974358,487.47665369649803,1.4675909851015514,117161,0.31861124103947525
C00091,Rahul Mehta,Snapchat Ads,Carousel,153864,13850,1909,293926,547200,0.72,1347,2,Sunny,5,Blue,0.1,0.09001455831123589,0.13783393501805055,153.96856993190153,1.8616930792104136,253274,0.46285453216374267
C00092,Rahul Mehta,Snapchat Ads,Static,176842,15474,1252,181123,224514,0.57,2275,5,Rainy,2,Green,0.1,0.08750183779871297,0.08090991340312782,144.66693290734824,1.239566482445631,43391,0.19326634419234434
C00093,Arjun Nair,Instagram Ads,Story,208197,17016,2537,204785,129161,0.78,2321,4,Sunny,2,Red,0.1,0.08173028429804464,0.14909496944052655,80.71935356720536,0.6307151402690627,-75624,-0.5855018155635215
C00094,Rahul Mehta,YouTube Ads,Carousel,280428,29432,4071,456711,784814,0.69,2143,3,Sunny,3,Black,0.1,0.10495385624830617,0.1383188366403914,112.1864406779661,1.718403979759629,328103,0.418064662455053
C00095,Arjun Nair,Facebook Ads,Carousel,70941,7896,849,211969,361206,0.46,2194,3,Sunny,2,Red,0.1,0.11130375946208822,0.10752279635258359,249.66902237926973,1.7040510640706896,149237,0.41316312575095654
C00096,Sneha Kapoor,Affiliate Marketing,Carousel,237843,10895,499,332805,608049,0.6,2755,4,Sunny,3,Green,0.1,0.04580752849568833,0.04580082606700321,666.943887775551,1.8270428629377564,275244,0.4526674659443565
C00097,Priya Sharma,LinkedIn Ads,Story,174739,16982,1199,110382,138602,0.48,1624,5,Humid,6,Red,0.1,0.09718494440279503,0.07060416912024496,92.06171809841534,1.2556576253374645,28220,0.20360456559068413
C00098,Vikram Singh,Affiliate Marketing,Static,27297,1468,65,243245,375073,0.72,2260,4,Rainy,2,Blue,0.1,0.05377880353152361,0.04427792915531335,3742.230769230769,1.5419556414314786,131828,0.3514729132728829
C00099,Arjun Nair,Google Search Ads,Video,33120,2840,406,221969,417603,0.54,958,5,Cloudy,4,Green,0.1,0.08574879227053141,0.14295774647887324,546.7216748768473,1.8813573066509288,195634,0.4684688567850327
C00100,Sneha Kapoor,Twitter Ads,Carousel,93283,3179,109,308277,235082,0.54,2901,3,Rainy,5,Red,0.1,0.03407909265353816,0.034287511796162316,2828.229357798165,0.7625674312387885,-73195,-0.3113594405356429
C00101,Vikram Singh,Email Marketing,Video,239743,19865,2328,267518,405795,0.78,2371,4,Humid,2,Blue,0.1,0.08285956211443087,0.11719103951673798,114.91323024054982,1.51688858319814,138277,0.3407558003425375
C00102,Priya Sharma,Email Marketing,Static,252460,17677,1031,240151,177494,0.72,2930,4,Rainy,2,Black,0.1,0.0700190129129367,0.05832437630819709,232.9301648884578,0.7390933204525486,-62657,-0.3530091158010975
C00103,Rahul Mehta,YouTube Ads,Video,84046,9699,1250,98063,149828,0.71,787,2,Sunny,4,Green,0.1,0.11540108987935178,0.1288792659037014,78.4504,1.5278749375401528,51765,0.345496168940385
C00104,Vikram Singh,Snapchat Ads,Carousel,127586,4615,562,158610,225374,0.78,1654,4,Cloudy,3,Green,0.1,0.03617168027840045,0.12177681473456121,282.2241992882562,1.420931845406973,66764,0.29623647803207115
C00105,Priya Sharma,Email Marketing,Video,21486,1180,174,118153,160251,0.77,1150,2,Cloudy,3,Green,0.1,0.05491948245369078,0.14745762711864407,679.0402298850574,1.3563007287161561,42098,0.2627003887651247
C00106,Sneha Kapoor,Twitter Ads,Story,189749,5961,368,116457,190803,0.66,960,5,Humid,5,Green,0.1,0.03141518532376982,0.061734608287200135,316.4592391304348,1.6383987222751746,74346,0.38964796151003916
C00107,Priya Sharma,Instagram Ads,Video,77175,5454,308,372493,246110,0.76,2835,4,Sunny,5,Black,0.1,0.07067055393586005,0.05647231389805647,1209.392857142857,0.6607104026115928,-126383,-0.513522408679046
C00108,Arjun Nair,YouTube Ads,Static,51890,6220,819,273490,426791,0.65,2516,2,Sunny,2,Green,0.1,0.11986895355559839,0.13167202572347267,333.9316239316239,1.560536034224286,153301,0.3591945472139759
C00109,Sneha Kapoor,LinkedIn Ads,Static,54436,2251,236,356899,488130,0.58,2873,4,Sunny,5,Black,0.1,0.04135131163200823,0.10484229231452688,1512.2838983050847,1.3676978641016087,131231,0.2688443652305738
C00110,Vikram Singh,LinkedIn Ads,Carousel,71998,7299,319,393258,594324,0.76,1580,5,Rainy,5,Green,0.1,0.10137781605044585,0.04370461707083162,1232.783699059561,1.5112826693926125,201066,0.3383104165404729
C00111,Arjun Nair,Affiliate Marketing,Video,197697,20652,1607,432527,317094,0.62,1744,4,Humid,3,Red,0.1,0.10446289018042762,0.07781328684873136,269.1518357187306,0.7331195509182086,-115433,-0.36403400884280374
C00112,Arjun Nair,Twitter Ads,Static,55197,2109,84,276427,203226,0.75,1232,6,Rainy,2,Green,0.1,0.03820859829338551,0.03982930298719772,3290.7976190476193,0.7351886754911785,-73201,-0.36019505378248845
C00113,Priya Sharma,Google Search Ads,Carousel,192829,17412,1380,398830,764789,0.62,910,4,Sunny,6,Blue,0.1,0.09029762120842819,0.07925568573397657,289.0072463768116,1.917581425670085,365959,0.47850975890082104
C00114,Arjun Nair,Snapchat Ads,Static,286030,14057,1529,167568,299307,0.59,2978,4,Sunny,2,Blue,0.1,0.049145194560011186,0.10877143060396956,109.59319816873774,1.7861823259810943,131739,0.4401467389670138
C00115,Arjun Nair,Influencer Marketing,Video,138572,14224,1869,452355,789720,0.7,2980,2,Humid,6,Green,0.1,0.10264699939381693,0.13139763779527558,242.03049759229535,1.7457969957223862,337365,0.4271957149369397
C00116,Arjun Nair,Google Search Ads,Video,35179,1626,185,211996,400704,0.59,1443,3,Rainy,6,Green,0.1,0.0462207567014412,0.11377613776137761,1145.9243243243243,1.89014887073341,188708,0.4709411435872864
C00117,Rahul Mehta,Influencer Marketing,Static,94383,9125,1337,98107,161342,0.54,2419,5,Humid,4,Green,0.1,0.09668054628481824,0.14652054794520547,73.37845923709799,1.6445513571916377,63235,0.3919314251713751
C00118,Vikram Singh,LinkedIn Ads,Carousel,190070,18990,1863,94541,173641,0.51,903,2,Sunny,4,Green,0.1,0.09991055926763824,0.0981042654028436,50.74664519592056,1.8366740356036007,79100,0.4555375746511481
C00119,Sneha Kapoor,Snapchat Ads,Story,274626,23243,1852,163020,270111,0.5,2460,2,Rainy,4,Red,0.1,0.08463510374108787,0.07967990362689842,88.02375809935205,1.6569193963930806,107091,0.3964703399713451
C00120,Rahul Mehta,YouTube Ads,Story,275135,21302,1427,165615,191015,0.69,731,3,Humid,4,Black,0.1,0.07742381012957275,0.06698901511595155,116.05816398037841,1.153367750505691,25400,0.13297385022118682
C00121,Vikram Singh,Facebook Ads,Carousel,153965,8629,383,310773,511476,0.52,2257,6,Sunny,3,Green,0.1,0.05604520507907641,0.04438521265500058,811.4177545691906,1.6458186521995155,200703,0.39239964338502686
C00122,Vikram Singh,LinkedIn Ads,Carousel,57788,3798,452,278704,174535,0.82,1982,6,Sunny,5,Green,0.1,0.06572298747144736,0.11901000526592943,616.6017699115044,0.6262378724381422,-104169,-0.5968373105680809
C00123,Sneha Kapoor,Google Search Ads,Story,171789,6934,225,220272,185165,0.83,2584,4,Sunny,2,Black,0.1,0.0403634691394676,0.03244880299971157,978.9866666666667,0.8406197791821022,-35107,-0.18959846623281937
C00124,Arjun Nair,Google Search Ads,Story,147567,10213,797,91233,105289,0.57,2090,3,Humid,4,Green,0.1,0.06920924054836108,0.07803779496719866,114.47051442910916,1.154067059068539,14056,0.13349922594003172
C00125,Sneha Kapoor,Email Marketing,Carousel,287640,25021,2343,151661,283347,0.59,1304,3,Humid,2,Black,0.1,0.08698720623000973,0.0936413412733304,64.72940674349125,1.8682917823303289,131686,0.46475170021210743
